raw_hit_id,execution_id,query_id,source_database,source_rank,source_record_id,title,authors_raw,source_date,publication_date_raw,updated_date_raw,doi_raw,arxiv_id_raw,bibcode_raw,journal_reference_raw,publication_status_raw,abstract_available,abstract_sha256,provider_metadata_json,raw_payload_filename,raw_payload_record_locator,retrieval_status,error
BAII2H000056,BAII2E003,Q02_TESS_STELLAR_FLARE_PERIODICITY,ADS_SCIX,28,2026ApJS..284...54X,Magnetic Activity in X-Ray Stars from eROSITA: Insights from the TESS and LAMOST Surveys,"[""Xu, Lulu"",""Zhang, Li-yun"",""Wang, Yinpeng"",""Su, Tianhao"",""Han, Xianming L."",""Pires, Adriana M."",""Guo, Rui"",""Zhang, Xian"",""Misra, Prabhakar"",""Pi, Qingfeng"",""Lu, Hongpeng""]",2026-06-01T00:00:00Z,2026-06-00,2026-06-30T12:06:43.766Z,"[""10.3847/1538-4365/ae5d2d""]",,2026ApJS..284...54X,The Astrophysical Journal Supplement Series,"[""ARTICLE"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""]",true,9d02e88a70878a528c6db1b985bbb05f9e8b42d50962aeaa7979b546c9a29ee3,"{""author"":[""Xu, Lulu"",""Zhang, Li-yun"",""Wang, Yinpeng"",""Su, Tianhao"",""Han, Xianming L."",""Pires, Adriana M."",""Guo, Rui"",""Zhang, Xian"",""Misra, Prabhakar"",""Pi, Qingfeng"",""Lu, Hongpeng""],""bibcode"":""2026ApJS..284...54X"",""date"":""2026-06-01T00:00:00Z"",""doctype"":""article"",""doi"":[""10.3847/1538-4365/ae5d2d""],""eid"":""54"",""entry_date"":""2026-05-24T00:00:00Z"",""id"":""43958233"",""indexstamp"":""2026-08-09T02:50:52.420Z"",""metadata_mtime"":""2026-06-30T12:06:43.766Z"",""property"":[""ARTICLE"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""],""pub"":""The Astrophysical Journal Supplement Series"",""pubdate"":""2026-06-00"",""title"":[""Magnetic Activity in X-Ray Stars from eROSITA: Insights from the TESS and LAMOST Surveys""],""year"":""2026""}",page_0001.json,response.docs[27],RETRIEVED,
BAII2H000057,BAII2E003,Q02_TESS_STELLAR_FLARE_PERIODICITY,ADS_SCIX,29,2026ApJ..1001...24M,Flaring Behavior in the M Dwarf PM J11183+1347 from TESS Observations,"[""Mwanzia, Dorothy M."",""Kumbhakar, Rajib"",""Mondal, Soumen"",""Lata, Sneh"",""Okeng'o, Geoffrey"",""Ghosh, Samrat"",""Buers, John""]",2026-04-01T00:00:00Z,2026-04-00,2026-06-08T10:14:57.163Z,"[""10.3847/1538-4357/ae4c4a""]",,2026ApJ..1001...24M,The Astrophysical Journal,"[""ARTICLE"",""DATA"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""]",true,13574e2891c046767bfb8927c67c520e619ddba6421c86805eb2f05e82d9fc11,"{""author"":[""Mwanzia, Dorothy M."",""Kumbhakar, Rajib"",""Mondal, Soumen"",""Lata, Sneh"",""Okeng'o, Geoffrey"",""Ghosh, Samrat"",""Buers, John""],""bibcode"":""2026ApJ..1001...24M"",""date"":""2026-04-01T00:00:00Z"",""doctype"":""article"",""doi"":[""10.3847/1538-4357/ae4c4a""],""eid"":""24"",""entry_date"":""2026-04-05T00:00:00Z"",""id"":""43568843"",""indexstamp"":""2026-08-06T21:24:25.825Z"",""metadata_mtime"":""2026-06-08T10:14:57.163Z"",""property"":[""ARTICLE"",""DATA"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""],""pub"":""The Astrophysical Journal"",""pubdate"":""2026-04-00"",""title"":[""Flaring Behavior in the M Dwarf PM J11183+1347 from TESS Observations""],""year"":""2026""}",page_0001.json,response.docs[28],RETRIEVED,
BAII2H000058,BAII2E003,Q02_TESS_STELLAR_FLARE_PERIODICITY,ADS_SCIX,30,2025PASJ...77...74S,Flare from the secondary star of an extreme period binary,"[""Shuang, Wang"",""Raúl, Michel"",""Huiyu, Yuan"",""Yuangui, Yang""]",2025-02-01T00:00:00Z,2025-02-00,2026-03-23T19:09:30.758Z,"[""10.1093/pasj/psae100""]",,2025PASJ...77...74S,Publications of the Astronomical Society of Japan,"[""ARTICLE"",""ASSOCIATED"",""DATA"",""ESOURCE"",""REFEREED""]",true,f9102fb67afa97f533a94edf296d7ba976b207d9dc376165bd571407625fbea6,"{""alternate_bibcode"":[""2024PASJ..tmp..103S""],""author"":[""Shuang, Wang"",""Raúl, Michel"",""Huiyu, Yuan"",""Yuangui, Yang""],""bibcode"":""2025PASJ...77...74S"",""date"":""2025-02-01T00:00:00Z"",""doctype"":""article"",""doi"":[""10.1093/pasj/psae100""],""entry_date"":""2025-02-09T00:00:00Z"",""id"":""32669006"",""indexstamp"":""2026-08-06T23:04:49.190Z"",""metadata_mtime"":""2026-03-23T19:09:30.758Z"",""property"":[""ARTICLE"",""ASSOCIATED"",""DATA"",""ESOURCE"",""REFEREED""],""pub"":""Publications of the Astronomical Society of Japan"",""pubdate"":""2025-02-00"",""title"":[""Flare from the secondary star of an extreme period binary""],""year"":""2025""}",page_0001.json,response.docs[29],RETRIEVED,
BAII2H000059,BAII2E003,Q02_TESS_STELLAR_FLARE_PERIODICITY,ADS_SCIX,31,2025ApJ...982...98G,Short-term Balmer Line Emission Variability in M Dwarfs,"[""García Soto, Aylin"",""Duvvuri, Girish M."",""Newton, Elisabeth R."",""Howard, Ward S."",""Núñez, Alejandro"",""Douglas, Stephanie T.""]",2025-04-01T00:00:00Z,2025-04-00,2026-06-15T11:23:46.886Z,"[""10.3847/1538-4357/adb615"",""10.48550/arXiv.2502.02568""]",,2025ApJ...982...98G,The Astrophysical Journal,"[""ARTICLE"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""]",true,aac56512069e97b98f9e4b31ce7a5ab640843d818985ff63a53c5fdc6585edc3,"{""alternate_bibcode"":[""2025arXiv250202568G""],""arxiv_class"":[""astro-ph.SR""],""author"":[""García Soto, Aylin"",""Duvvuri, Girish M."",""Newton, Elisabeth R."",""Howard, Ward S."",""Núñez, Alejandro"",""Douglas, Stephanie T.""],""bibcode"":""2025ApJ...982...98G"",""date"":""2025-04-01T00:00:00Z"",""doctype"":""article"",""doi"":[""10.3847/1538-4357/adb615"",""10.48550/arXiv.2502.02568""],""eid"":""98"",""entry_date"":""2025-03-30T00:00:00Z"",""id"":""33647725"",""indexstamp"":""2026-08-09T02:41:40.517Z"",""metadata_mtime"":""2026-06-15T11:23:46.886Z"",""property"":[""ARTICLE"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""],""pub"":""The Astrophysical Journal"",""pubdate"":""2025-04-00"",""title"":[""Short-term Balmer Line Emission Variability in M Dwarfs""],""year"":""2025""}",page_0001.json,response.docs[30],RETRIEVED,
BAII2H000060,BAII2E003,Q02_TESS_STELLAR_FLARE_PERIODICITY,ADS_SCIX,32,2025A&A...695A.182M,Ca II and Hα flaring M dwarfs detected with multi-filter photometry,"[""Mas-Buitrago, P."",""Zhang, J.-Y."",""Solano, E."",""Martín, E. L.""]",2025-03-01T00:00:00Z,2025-03-00,2026-03-23T19:04:14.298Z,"[""10.1051/0004-6361/202452387"",""10.48550/arXiv.2503.22525""]",,2025A&A...695A.182M,Astronomy and Astrophysics,"[""ARTICLE"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""]",true,5a72a9dda95b80d244015a53a91c07acbf688a8e35099bc1819e529372a600cd,"{""alternate_bibcode"":[""2025arXiv250322525M""],""arxiv_class"":[""astro-ph.SR"",""astro-ph.EP""],""author"":[""Mas-Buitrago, P."",""Zhang, J.-Y."",""Solano, E."",""Martín, E. L.""],""bibcode"":""2025A&A...695A.182M"",""date"":""2025-03-01T00:00:00Z"",""doctype"":""article"",""doi"":[""10.1051/0004-6361/202452387"",""10.48550/arXiv.2503.22525""],""eid"":""A182"",""entry_date"":""2025-03-23T00:00:00Z"",""id"":""33632499"",""indexstamp"":""2026-08-07T01:36:07.886Z"",""metadata_mtime"":""2026-03-23T19:04:14.298Z"",""property"":[""ARTICLE"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""],""pub"":""Astronomy and Astrophysics"",""pubdate"":""2025-03-00"",""title"":[""Ca II and Hα flaring M dwarfs detected with multi-filter photometry""],""year"":""2025""}",page_0001.json,response.docs[31],RETRIEVED,
BAII2H000061,BAII2E003,Q02_TESS_STELLAR_FLARE_PERIODICITY,ADS_SCIX,33,2025A&A...698A...7F,LAMOST medium-resolution observations of the Pleiades,"[""Frasca, A."",""Zhang, J. Y."",""Alonso-Santiago, J."",""Fu, J. N."",""Molenda-Żakowicz, J."",""De Cat, P."",""Catanzaro, G.""]",2025-06-01T00:00:00Z,2025-06-00,2026-03-30T10:14:43.638Z,"[""10.1051/0004-6361/202553673"",""10.48550/arXiv.2504.09031""]",,2025A&A...698A...7F,Astronomy and Astrophysics,"[""ARTICLE"",""ASSOCIATED"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""]",true,17fb035c9640fcf4cc1c4e3ca977523f2a3e8ea59bfb2c875bf9d39dd39ed220,"{""alternate_bibcode"":[""2025arXiv250409031F""],""arxiv_class"":[""astro-ph.SR""],""author"":[""Frasca, A."",""Zhang, J. Y."",""Alonso-Santiago, J."",""Fu, J. N."",""Molenda-Żakowicz, J."",""De Cat, P."",""Catanzaro, G.""],""bibcode"":""2025A&A...698A...7F"",""date"":""2025-06-01T00:00:00Z"",""doctype"":""article"",""doi"":[""10.1051/0004-6361/202553673"",""10.48550/arXiv.2504.09031""],""eid"":""A7"",""entry_date"":""2025-06-01T00:00:00Z"",""id"":""34694320"",""indexstamp"":""2026-08-07T21:36:38.353Z"",""metadata_mtime"":""2026-03-30T10:14:43.638Z"",""property"":[""ARTICLE"",""ASSOCIATED"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""],""pub"":""Astronomy and Astrophysics"",""pubdate"":""2025-06-00"",""title"":[""LAMOST medium-resolution observations of the Pleiades""],""year"":""2025""}",page_0001.json,response.docs[32],RETRIEVED,
BAII2H000062,BAII2E003,Q02_TESS_STELLAR_FLARE_PERIODICITY,ADS_SCIX,34,2024A&A...691A.208F,Coronal and chromospheric activity of Teegarden's star,"[""Fuhrmeister, B."",""Schmitt, J. H. M. M."",""Reiners, A."",""Czesla, S."",""Béjar, V. J. S."",""Caballero, J."",""Eislöffel, J."",""Henning, Th."",""Morales, J. C."",""Quirrenbach, A."",""Ribas, I."",""Robrade, J."",""Schneider, P. C."",""Zechmeister, M.""]",2024-11-01T00:00:00Z,2024-11-00,2026-03-23T18:56:16.602Z,"[""10.1051/0004-6361/202451697"",""10.48550/arXiv.2504.02338""]",,2024A&A...691A.208F,Astronomy and Astrophysics,"[""ARTICLE"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""]",true,f1a5e794a356314c33ae3881e75f3515e9e219ed8f82f4c7a9d4e39a7a2cf464,"{""alternate_bibcode"":[""2025arXiv250402338F""],""arxiv_class"":[""astro-ph.SR""],""author"":[""Fuhrmeister, B."",""Schmitt, J. H. M. M."",""Reiners, A."",""Czesla, S."",""Béjar, V. J. S."",""Caballero, J."",""Eislöffel, J."",""Henning, Th."",""Morales, J. C."",""Quirrenbach, A."",""Ribas, I."",""Robrade, J."",""Schneider, P. C."",""Zechmeister, M.""],""bibcode"":""2024A&A...691A.208F"",""date"":""2024-11-01T00:00:00Z"",""doctype"":""article"",""doi"":[""10.1051/0004-6361/202451697"",""10.48550/arXiv.2504.02338""],""eid"":""A208"",""entry_date"":""2024-11-24T00:00:00Z"",""id"":""31963435"",""indexstamp"":""2026-08-07T21:21:56.141Z"",""metadata_mtime"":""2026-03-23T18:56:16.602Z"",""property"":[""ARTICLE"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""],""pub"":""Astronomy and Astrophysics"",""pubdate"":""2024-11-00"",""title"":[""Coronal and chromospheric activity of Teegarden's star""],""year"":""2024""}",page_0001.json,response.docs[33],RETRIEVED,
BAII2H000063,BAII2E003,Q02_TESS_STELLAR_FLARE_PERIODICITY,ADS_SCIX,35,2025A&A...704A.154R,Exploring stellar activity in a sample of active M dwarfs,"[""Rajpurohit, A. S."",""Kumar, V."",""Srivastava, M. K."",""Labadie, L."",""Rajpurohit, K."",""Fernández-Trincado, J. G.""]",2025-12-01T00:00:00Z,2025-12-00,2026-06-08T10:14:07.362Z,"[""10.1051/0004-6361/202554816"",""10.48550/arXiv.2510.02693""]",,2025A&A...704A.154R,Astronomy and Astrophysics,"[""ARTICLE"",""ASSOCIATED"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""]",true,ea0d900939e3fa21f59202a60615b5668075a51fee4657e9f7aa25884d9a3025,"{""alternate_bibcode"":[""2025arXiv251002693R""],""arxiv_class"":[""astro-ph.SR""],""author"":[""Rajpurohit, A. S."",""Kumar, V."",""Srivastava, M. K."",""Labadie, L."",""Rajpurohit, K."",""Fernández-Trincado, J. G.""],""bibcode"":""2025A&A...704A.154R"",""date"":""2025-12-01T00:00:00Z"",""doctype"":""article"",""doi"":[""10.1051/0004-6361/202554816"",""10.48550/arXiv.2510.02693""],""eid"":""A154"",""entry_date"":""2025-12-21T00:00:00Z"",""id"":""38282442"",""indexstamp"":""2026-08-08T22:26:31.618Z"",""metadata_mtime"":""2026-06-08T10:14:07.362Z"",""property"":[""ARTICLE"",""ASSOCIATED"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""],""pub"":""Astronomy and Astrophysics"",""pubdate"":""2025-12-00"",""title"":[""Exploring stellar activity in a sample of active M dwarfs""],""year"":""2025""}",page_0001.json,response.docs[34],RETRIEVED,
BAII2H000064,BAII2E003,Q02_TESS_STELLAR_FLARE_PERIODICITY,ADS_SCIX,36,2025AJ....170..249D,FUMES. IV. Optical and Far-ultraviolet Spectra of a Flare on the M Dwarf GJ 4334,"[""Duvvuri, Girish M."",""Pineda, J. Sebastian"",""García Soto, Aylin"",""Berta-Thompson, Zachory K."",""Youngblood, Allison"",""France, Kevin"",""Newton, Elisabeth R."",""Stassun, Keivan G.""]",2025-10-01T00:00:00Z,2025-10-00,2026-06-08T10:14:20.626Z,"[""10.3847/1538-3881/adff74"",""10.48550/arXiv.2508.18459""]",,2025AJ....170..249D,The Astronomical Journal,"[""ARTICLE"",""ASSOCIATED"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""]",true,275f8c6fa855a159b4adad8871bb1f09a695c95ecd5453ac2856ac12d1af27de,"{""alternate_bibcode"":[""2025arXiv250818459D""],""arxiv_class"":[""astro-ph.SR""],""author"":[""Duvvuri, Girish M."",""Pineda, J. Sebastian"",""García Soto, Aylin"",""Berta-Thompson, Zachory K."",""Youngblood, Allison"",""France, Kevin"",""Newton, Elisabeth R."",""Stassun, Keivan G.""],""bibcode"":""2025AJ....170..249D"",""date"":""2025-10-01T00:00:00Z"",""doctype"":""article"",""doi"":[""10.3847/1538-3881/adff74"",""10.48550/arXiv.2508.18459""],""eid"":""249"",""entry_date"":""2025-10-05T00:00:00Z"",""id"":""36900936"",""indexstamp"":""2026-08-07T21:36:49.818Z"",""metadata_mtime"":""2026-06-08T10:14:20.626Z"",""property"":[""ARTICLE"",""ASSOCIATED"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""],""pub"":""The Astronomical Journal"",""pubdate"":""2025-10-00"",""title"":[""FUMES. IV. Optical and Far-ultraviolet Spectra of a Flare on the M Dwarf GJ 4334""],""year"":""2025""}",page_0001.json,response.docs[35],RETRIEVED,
BAII2H000065,BAII2E003,Q02_TESS_STELLAR_FLARE_PERIODICITY,ADS_SCIX,37,2026MNRAS.548ag681D,The puzzling story of flare inactive ultra-fast-rotating M dwarfs ─ III. Investigating X-ray activity,"[""Doyle, Lauren"",""King, George W."",""Ramsay, Gavin"",""Corrales, Lía R."",""Bagnulo, Stefano"",""Doyle, J. Gerry"",""Hakala, Pasi""]",2026-05-01T00:00:00Z,2026-05-00,2026-07-20T10:18:05.460Z,"[""10.1093/mnras/stag681"",""10.48550/arXiv.2604.07976""]",,2026MNRAS.548ag681D,Monthly Notices of the Royal Astronomical Society,"[""ARTICLE"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""]",true,02c6fb8566121f75734c3c5f8ac4b0d48175801344c309a6e7f3a29fa9e94604,"{""alternate_bibcode"":[""2026MNRAS.548g.681D"",""2026arXiv260407976D"",""2026MNRAS.tmp..635D""],""arxiv_class"":[""astro-ph.SR""],""author"":[""Doyle, Lauren"",""King, George W."",""Ramsay, Gavin"",""Corrales, Lía R."",""Bagnulo, Stefano"",""Doyle, J. Gerry"",""Hakala, Pasi""],""bibcode"":""2026MNRAS.548ag681D"",""date"":""2026-05-01T00:00:00Z"",""doctype"":""article"",""doi"":[""10.1093/mnras/stag681"",""10.48550/arXiv.2604.07976""],""eid"":""stag681"",""entry_date"":""2026-05-03T00:00:00Z"",""id"":""43827023"",""indexstamp"":""2026-08-09T02:52:07.942Z"",""metadata_mtime"":""2026-07-20T10:18:05.460Z"",""property"":[""ARTICLE"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""],""pub"":""Monthly Notices of the Royal Astronomical Society"",""pubdate"":""2026-05-00"",""title"":[""The puzzling story of flare inactive ultra-fast-rotating M dwarfs ─ III. Investigating X-ray activity""],""year"":""2026""}",page_0001.json,response.docs[36],RETRIEVED,
BAII2H000066,BAII2E003,Q02_TESS_STELLAR_FLARE_PERIODICITY,ADS_SCIX,38,2026arXiv260711824H,Time-Resolved Connection between Starspots and Flares in Nearby Young Solar-type Stars Observed by TESS,"[""Hitotsuyanagi, Daijiro"",""Yamada, Hiroto"",""Yamashiki, Daisuke"",""Ishihara, Kazuma"",""Yamashiki, Yosuke"",""Namekata, Kosuke""]",2026-07-01T00:00:00Z,2026-07-00,2026-07-15T10:29:59.213Z,"[""10.48550/arXiv.2607.11824""]",arXiv:2607.11824,2026arXiv260711824H,arXiv e-prints,"[""ARTICLE"",""EPRINT_OPENACCESS"",""ESOURCE"",""NOT REFEREED"",""OPENACCESS""]",true,eff043546b299187ea182ee9c02f3dfa406c3c7a59c3f81054d9025d3647e81a,"{""arxiv_class"":[""astro-ph.SR""],""author"":[""Hitotsuyanagi, Daijiro"",""Yamada, Hiroto"",""Yamashiki, Daisuke"",""Ishihara, Kazuma"",""Yamashiki, Yosuke"",""Namekata, Kosuke""],""bibcode"":""2026arXiv260711824H"",""date"":""2026-07-01T00:00:00Z"",""doctype"":""eprint"",""doi"":[""10.48550/arXiv.2607.11824""],""eid"":""arXiv:2607.11824"",""entry_date"":""2026-07-14T00:00:00Z"",""id"":""44392217"",""indexstamp"":""2026-08-09T02:58:20.541Z"",""metadata_mtime"":""2026-07-15T10:29:59.213Z"",""property"":[""ARTICLE"",""EPRINT_OPENACCESS"",""ESOURCE"",""NOT REFEREED"",""OPENACCESS""],""pub"":""arXiv e-prints"",""pubdate"":""2026-07-00"",""title"":[""Time-Resolved Connection between Starspots and Flares in Nearby Young Solar-type Stars Observed by TESS""],""year"":""2026""}",page_0001.json,response.docs[37],RETRIEVED,
BAII2H000067,BAII2E003,Q02_TESS_STELLAR_FLARE_PERIODICITY,ADS_SCIX,39,2026ApJ..1001...18I,"Multiwavelength Campaign Observations of a Young Solar-type Star, EK Draconis. III. Comparison between Starspot Mapping, Zeeman Doppler Imaging, and Multiwavelength Variability","[""Ikuta, Kai"",""Namekata, Kosuke"",""Petit, Pascal"",""Airapetian, Vladimir S."",""Maehara, Hiroyuki"",""Notsu, Yuta"",""Vidotto, Aline A."",""Gendreau, Keith"",""Jeffers, Sandra V."",""Marsden, Stephen"",""Morin, Julien"",""Neiner, Coralie"",""Paudel, Rishi R."",""Nogami, Daisaku"",""Shibata, Kazunari""]",2026-04-01T00:00:00Z,2026-04-00,2026-06-15T11:25:07.530Z,"[""10.3847/1538-4357/ae47eb"",""10.48550/arXiv.2602.15979""]",,2026ApJ..1001...18I,The Astrophysical Journal,"[""ARTICLE"",""ASSOCIATED"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""]",true,4e3a0dfe76f7608ef065b73ce5e4c975e6c6fa093b2fa178939da7a094b0c4db,"{""alternate_bibcode"":[""2026arXiv260215979I""],""arxiv_class"":[""astro-ph.SR"",""astro-ph.EP"",""astro-ph.IM""],""author"":[""Ikuta, Kai"",""Namekata, Kosuke"",""Petit, Pascal"",""Airapetian, Vladimir S."",""Maehara, Hiroyuki"",""Notsu, Yuta"",""Vidotto, Aline A."",""Gendreau, Keith"",""Jeffers, Sandra V."",""Marsden, Stephen"",""Morin, Julien"",""Neiner, Coralie"",""Paudel, Rishi R."",""Nogami, Daisaku"",""Shibata, Kazunari""],""bibcode"":""2026ApJ..1001...18I"",""date"":""2026-04-01T00:00:00Z"",""doctype"":""article"",""doi"":[""10.3847/1538-4357/ae47eb"",""10.48550/arXiv.2602.15979""],""eid"":""18"",""entry_date"":""2026-04-05T00:00:00Z"",""id"":""43568927"",""indexstamp"":""2026-08-08T22:30:56.929Z"",""metadata_mtime"":""2026-06-15T11:25:07.530Z"",""property"":[""ARTICLE"",""ASSOCIATED"",""DATA"",""EPRINT_OPENACCESS"",""ESOURCE"",""OPENACCESS"",""PUB_OPENACCESS"",""REFEREED""],""pub"":""The Astrophysical Journal"",""pubdate"":""2026-04-00"",""title"":[""Multiwavelength Campaign Observations of a Young Solar-type Star, EK Draconis. III. Comparison between Starspot Mapping, Zeeman Doppler Imaging, and Multiwavelength Variability""],""year"":""2026""}",page_0001.json,response.docs[38],RETRIEVED,
BAII2H000068,BAII2E003,Q02_TESS_STELLAR_FLARE_PERIODICITY,ADS_SCIX,40,2024yCat..36860164W,"VizieR Online Data Catalog: Magnetic activity of radio stars (Wang+, 2024)","[""Wang, Y."",""Zhang, L."",""Su, T."",""Han, X. L."",""Misra, P.""]",2024-03-01T00:00:00Z,2024-03-00,2026-03-23T19:04:09.258Z,,,2024yCat..36860164W,VizieR Online Data Catalog,"[""ASSOCIATED"",""DATA"",""NONARTICLE"",""NOT REFEREED""]",true,2e86e066a2b2642b5d99df3313799a49de61c9a4fd4e9269ef66eef0f5d42d51,"{""author"":[""Wang, Y."",""Zhang, L."",""Su, T."",""Han, X. L."",""Misra, P.""],""bibcode"":""2024yCat..36860164W"",""date"":""2024-03-01T00:00:00Z"",""doctype"":""dataset"",""eid"":""J/A+A/686/A164"",""entry_date"":""2024-06-16T00:00:00Z"",""id"":""29059883"",""indexstamp"":""2026-08-06T20:21:45.325Z"",""metadata_mtime"":""2026-03-23T19:04:09.258Z"",""property"":[""ASSOCIATED"",""DATA"",""NONARTICLE"",""NOT REFEREED""],""pub"":""VizieR Online Data Catalog"",""pubdate"":""2024-03-00"",""title"":[""VizieR Online Data Catalog: Magnetic activity of radio stars (Wang+, 2024)""],""year"":""2024""}",page_0001.json,response.docs[39],RETRIEVED,
BAII2H000069,BAII2E003,Q02_TESS_STELLAR_FLARE_PERIODICITY,ADS_SCIX,41,2025ARep...69..329S,Spottedness and Flare Activity of Solar-Type Stars with Exoplanets,"[""Savanov, I. S.""]",2025-04-01T00:00:00Z,2025-04-00,2026-07-22T10:25:10.423Z,"[""10.1134/S1063772925701768""]",,2025ARep...69..329S,Astronomy Reports,"[""ARTICLE"",""ESOURCE"",""REFEREED""]",true,b62d705366ce99a12d146bce1658b4559177f031bb3918e989dc5f642ae1b82e,"{""author"":[""Savanov, I. S.""],""bibcode"":""2025ARep...69..329S"",""date"":""2025-04-01T00:00:00Z"",""doctype"":""article"",""doi"":[""10.1134/S1063772925701768""],""entry_date"":""2025-06-29T00:00:00Z"",""id"":""34938010"",""indexstamp"":""2026-08-07T01:36:28.579Z"",""metadata_mtime"":""2026-07-22T10:25:10.423Z"",""property"":[""ARTICLE"",""ESOURCE"",""REFEREED""],""pub"":""Astronomy Reports"",""pubdate"":""2025-04-00"",""title"":[""Spottedness and Flare Activity of Solar-Type Stars with Exoplanets""],""year"":""2025""}",page_0001.json,response.docs[40],RETRIEVED,
BAII2H000070,BAII2E003,Q02_TESS_STELLAR_FLARE_PERIODICITY,ADS_SCIX,42,2025AAS...24535218M,Linking Stellar Activity with Rotation Rates Through Gyrochronology,"[""McGinley, Cassandra"",""Oswalt, Terry"",""Lares Martiz, Mariel""]",2025-01-01T00:00:00Z,2025-01-00,2026-03-23T19:04:57.882Z,,,2025AAS...24535218M,American Astronomical Society Meeting Abstracts #245,"[""ESOURCE"",""NONARTICLE"",""NOT REFEREED""]",true,50961195598351edcc6c4c01787a3c0b68114d804acd2f58d3c2f2dc3bcc5887,"{""author"":[""McGinley, Cassandra"",""Oswalt, Terry"",""Lares Martiz, Mariel""],""bibcode"":""2025AAS...24535218M"",""date"":""2025-01-01T00:00:00Z"",""doctype"":""abstract"",""eid"":""352.18"",""entry_date"":""2025-02-16T00:00:00Z"",""id"":""32712791"",""indexstamp"":""2026-08-07T01:36:03.183Z"",""metadata_mtime"":""2026-03-23T19:04:57.882Z"",""property"":[""ESOURCE"",""NONARTICLE"",""NOT REFEREED""],""pub"":""American Astronomical Society Meeting Abstracts #245"",""pubdate"":""2025-01-00"",""title"":[""Linking Stellar Activity with Rotation Rates Through Gyrochronology""],""year"":""2025""}",page_0001.json,response.docs[41],RETRIEVED,
BAII2H000071,BAII2E003,Q02_TESS_STELLAR_FLARE_PERIODICITY,ADS_SCIX,43,2025AAS...24540321L,Oscillations and Magnetic Activity of Solar-Type Stars,"[""Lombardi, Christopher"",""Kosovichev, Alexander""]",2025-01-01T00:00:00Z,2025-01-00,2026-03-23T19:04:58.871Z,,,2025AAS...24540321L,American Astronomical Society Meeting Abstracts #245,"[""ESOURCE"",""NONARTICLE"",""NOT REFEREED""]",true,9ff48c3b81e87df89e75b43c1251834a2165904ebc719ce91ef034ece55e4027,"{""author"":[""Lombardi, Christopher"",""Kosovichev, Alexander""],""bibcode"":""2025AAS...24540321L"",""date"":""2025-01-01T00:00:00Z"",""doctype"":""abstract"",""eid"":""403.21"",""entry_date"":""2025-02-16T00:00:00Z"",""id"":""32712444"",""indexstamp"":""2026-08-07T01:36:03.765Z"",""metadata_mtime"":""2026-03-23T19:04:58.871Z"",""property"":[""ESOURCE"",""NONARTICLE"",""NOT REFEREED""],""pub"":""American Astronomical Society Meeting Abstracts #245"",""pubdate"":""2025-01-00"",""title"":[""Oscillations and Magnetic Activity of Solar-Type Stars""],""year"":""2025""}",page_0001.json,response.docs[42],RETRIEVED,
